,BonusAmount,Trialid,action,comments,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,ignoreRT,indexOf,interest,length,outcomeRT,pbGamble,phase,recordedPresses,recordedTimes,response,standardGamble,status,switchTimes,template,templates,trialNumber,understand,uniqueid,viewTime
10493,,22,,,,,,,3298.898772,0,,651,,,,608,,,[],[],success,2,,",784,183,191,164,165,162,568,188,150,197",,,38,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10494,,5,,,,,,,1408.738155,0,,853,,,,382,,,[],[],success,5,,",815,55,158,449,104,211,195,113,184,101",,,39,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10495,,31,,,,,,,528.707727,0,,796,,,,487,,,[],[],success,1,,",650,242,228,148,251,223,78,160,106,122",,,40,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10496,,38,,,,,,,551.2027295,1072,,0,,,,412,,,[],[],gamble,8,,",739,227,749,145,164,191,178,165,155,178",,,41,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10497,,5,,,,,,,1684.212363,0,,916,,,,646,,,[],[],success,5,,",430,167,221,515,47,88,167,50,154,38",,,42,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10498,,32,,,,,,,795.2616333,0,,975,,,,226,,,[],[],success,2,,",383,72,938,107,54,21,61,236,76,109",,,43,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10499,,1,,,,,,,650.8047309,0,,832,,,,387,,,[],[],success,1,,",429,162,421,109,97,134,160,133,132,195",,,44,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10500,,2,,,,,,,1457.88737,0,,835,,,,230,,,[],[],success,2,,",735,15,61,371,26,247,223,177,221,245",,,45,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10501,,86,,,,,,,2215.528949,841,,0,,,,334,,,[],[],gamble,6,,",660,73,390,112,488,90,100,221,133,172",,,46,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10502,,5,,,,,,,1118.965233,0,,1382,,,,228,,,[],[],success,5,,",660,44,138,546,69,111,41,92,26,9",,,47,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10503,,4,,,,,,,2408.082751,0,,0,,,,0,,,[],[],gambleFail,4,,",522,76,59,63,20",,,48,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10504,,4,,,,,,,3358.467407,0,,1205,,,,393,,,[],[],success,4,,",4472,63,671,137,136,594,141,63,50,55",,,49,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10505,,22,,,,,,,3173.547183,0,,721,,,,536,,,[],[],success,2,,",500,18,34,50,40,0,232,487,93,254",,,50,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10506,,9,,,,,,,1722.390442,0,,1028,,,,471,,,[],[],success,9,,",856,4,90,15,483,37,245,162,126,103",,,51,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10507,,8,,,,,,,956.7172899,0,,856,,,,840,,,[],[],success,8,,",464,30,68,114,64,99,45,162,58,150",,,52,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10508,,35,,,,,,,696.0486228,0,,798,,,,687,,,[],[],success,5,,",476,13,514,59,78,98,122,59,98,42",,,53,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10509,,1,,,,,,,2391.800174,0,,0,,,,0,,,[],[],gambleFail,1,,",893,208,76,131",,,54,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10510,,9,,,,,,,2334.362199,0,,871,,,,304,,,[],[],success,9,,",345,84,143,181,495,48,135,91,134,17",,,55,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10511,,5,,,,,,,4024.687371,0,,954,,,,718,,,[],[],success,5,,",638,22,61,70,83,129,80,53,544,193",,,56,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10512,,21,,,,,,,520.235645,0,,913,,,,301,,,[],[],success,1,,",583,61,585,211,199,115,123,189,181,117",,,57,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10513,,39,,,,,,,1656.192753,0,,901,,,,165,,,[],[],success,9,,",619,80,93,587,53,199,118,54,108,14",,,58,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10514,,29,,,,,,,2767.572302,0,,1013,,,,804,,,[],[],success,9,,",574,22,63,50,48,59,581,250,24,245",,,59,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10515,,24,,,,,,,984.6339025,0,,767,,,,435,,,[],[],success,4,,",675,797,228,186,108,201,113,105,84,30",,,60,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10516,,5,,,,,,,2938.949733,0,,905,,,,404,,,[],[],success,5,,",564,34,162,59,66,65,717,44,171,46",,,61,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10517,,21,,,,,,,3059.335117,0,,865,,,,682,,,[],[],success,1,,",501,5,82,32,27,486,614,36,151,126",,,62,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10518,,35,,,,,,,3428.953339,0,,932,,,,391,,,[],[],success,5,,",602,48,47,32,80,39,39,620,38,114",,,63,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10519,,2,,,,,,,3971.144407,0,,943,,,,298,,,[],[],success,2,,",526,41,67,91,175,12,117,376,78,117",,,64,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10520,,25,,,,,,,3524.592629,0,,800,,,,581,,,[],[],success,5,,",835,222,590,136,173,659,58,141,57,150",,,65,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10521,,4,,,,,,,764.0470899,861,,0,,,,221,,,[],[],gamble,4,,",688,20,372,25,135,120,93,135,74,57",,,66,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10522,,38,,,,,,,1542.249852,944,,0,,,,304,,,",space",",3844",gamble,8,,",612,65,51,547,115,178,107,93,97,96",,,67,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10523,,1,,,,,,,3346.5594,0,,740,,,,708,,,[],[],success,1,,",423,27,120,95,97,136,344,33,76,134",,,68,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10524,,2,,,,,,,1916.697368,0,,810,,,,268,,,[],[],success,2,,",850,243,28,82,624,153,110,172,110,127",,,69,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10525,,28,,,,,,,2980.699824,0,,829,,,,303,,,[],[],success,8,,",593,88,143,163,111,685,41,93,71,32",,,70,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10526,,34,,,,,,,4154.60539,0,,838,,,,449,,,[],[],success,4,,",616,24,83,94,110,86,114,112,504,67",,,71,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10527,,38,,,,,,,1853.756486,0,,780,,,,345,,,[],[],success,8,,",520,47,43,134,555,33,127,125,229,7",,,72,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10528,,31,,,,,,,3991.821978,0,,641,,,,75,,,[],[],success,1,,",543,66,121,16,75,101,243,528,250,222",,,73,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10529,,22,,,,,,,1930.424968,0,,821,,,,210,,,[],[],success,2,,",488,621,147,473,65,259,85,126,67,152",,,74,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10530,,8,,,,,,,1087.009854,744,,0,,,,180,,,",space",",3735",gamble,8,,",420,40,141,900,56,242,246,142,214,35",,,75,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10531,,31,,,,,,,2459.275823,0,,801,,,,187,,,[],[],success,1,,",295,20,92,154,53,787,47,75,59,105",,,76,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10532,,86,,,,,,,2011.053733,0,,1553,,,,377,,,[],[],success,6,,",665,62,102,79,256,59,93,212,229,234",,,77,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10533,,9,,,,,,,745.0433055,808,,0,,,,314,,,[],[],gamble,9,,",397,36,587,44,203,227,25,70,53,193",,,78,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10534,,8,,,,,,,845.1868263,0,,941,,,,447,,,[],[],success,8,,",482,52,359,75,127,36,201,113,149,57",,,79,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10535,,39,,,,,,,4002.82889,0,,782,,,,468,,,[],[],success,9,,",641,68,14,95,21,38,204,663,520,163",,,80,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10536,,9,,,,,,,2448.285335,0,,836,,,,702,,,[],[],success,9,,",571,28,92,156,136,326,174,231,177,159",,,81,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10537,,86,,,,,,,761.88979,0,,773,,,,445,,,[],[],success,6,,",527,125,289,91,145,163,158,113,204,93",,,82,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10538,,21,,,,,,,3561.087509,0,,802,,,,530,,,[],[],success,1,,",573,124,116,149,77,160,227,107,139,181",,,83,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10539,,34,,,,,,,1074.185248,0,,815,,,,567,,,[],[],success,4,,",589,133,279,181,133,228,100,161,146,173",,,84,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10540,,38,,,,,,,2027.288931,0,,846,,,,257,,,[],[],success,8,,",780,237,23,95,511,108,125,22,194,98",,,85,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10541,,4,,,,,,,2703.456118,0,,935,,,,689,,,[],[],success,4,,",549,108,34,52,52,606,61,101,41,95",,,86,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10542,,34,,,,,,,3211.468326,0,,835,,,,679,,,[],[],success,4,,",721,227,5,82,87,18,571,75,136,46",,,87,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10543,,31,,,,,,,1606.995082,0,,767,,,,681,,,[],[],success,1,,",1143,54,99,181,188,29,76,49,63,20",,,88,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10544,,2,,,,,,,3112.015216,0,,817,,,,306,,,[],[],success,2,,",636,69,42,8,18,34,469,35,98,230",,,89,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10545,,24,,,,,,,2978.660852,0,,789,,,,400,,,[],[],success,4,,",712,64,27,31,49,62,334,69,114,85",,,90,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10546,,1,,,,,,,859.6203947,0,,703,,,,770,,,[],[],success,1,,",656,57,680,54,112,49,41,97,99,183",,,91,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10547,,5,,,,,,,2754.526719,0,,808,,,,197,,,[],[],success,5,,",615,243,33,91,120,690,42,230,60,111",,,92,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10548,,38,,,,,,,688.7784019,1124,,0,,,,332,,,[],[],gamble,8,,",595,65,819,52,74,30,227,212,153,54",,,93,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10549,,22,,,,,,,1694.806212,0,,1039,,,,318,,,[],[],success,2,,",789,118,112,613,32,88,85,78,103,116",,,94,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10550,,25,,,,,,,782.2243704,0,,898,,,,856,,,[],[],success,5,,",576,21,17,87,128,142,43,124,112,29",,,95,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10551,,2,,,,,,,1948.584491,0,,751,,,,728,,,[],[],success,2,,",690,192,215,192,648,240,216,198,24,33",,,96,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10552,,28,,,,,,,1964.820333,0,,804,,,,650,,,[],[],success,8,,",605,25,119,157,503,140,189,150,190,222",,,97,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10553,,32,,,,,,,839.2367364,0,,784,,,,808,,,[],[],success,2,,",579,78,598,132,218,115,212,178,188,152",,,98,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10554,,35,,,,,,,1289.943582,0,,760,,,,555,,,[],[],success,5,,",870,93,277,191,161,112,125,103,124,71",,,99,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10555,,22,,,,,,,3818.790262,0,,876,,,,717,,,[],[],success,2,,",595,16,64,497,86,87,145,741,288,436",,,100,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10556,,24,,,,,,,2663.094821,0,,783,,,,144,,,[],[],success,4,,",526,100,139,169,168,645,40,137,43,127",,,101,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10557,,5,,,,,,,1731.012918,0,,760,,,,523,,,[],[],success,5,,",538,62,100,59,596,58,108,114,68,161",,,102,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10558,,9,,,,,,,1977.116624,0,,772,,,,429,,,[],[],success,9,,",636,40,82,54,556,138,181,163,189,231",,,103,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10559,,32,,,,,,,2639.278338,0,,741,,,,552,,,[],[],success,2,,",605,112,46,116,82,657,114,124,102,110",,,104,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10560,,29,,,,,,,1417.792254,0,,845,,,,240,,,[],[],success,9,,",553,93,112,669,241,252,19,83,101,50",,,105,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10561,,32,,,,,,,511.1869412,0,,747,,,,706,,,[],[],success,2,,",822,86,357,68,107,67,2,538,150,78",,,106,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10562,,2,,,,,,,2455.499326,0,,813,,,,149,,,[],[],success,2,,",833,79,64,50,14,395,60,122,88,38",,,107,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10563,,1,,,,,,,2866.249255,0,,899,,,,382,,,[],[],success,1,,",728,39,74,23,59,67,636,489,97,117",,,108,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10564,,8,,,,,,,2205.731061,0,,748,,,,428,,,[],[],success,8,,",608,29,70,112,514,67,20,109,449,109",,,109,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10565,,5,,,,,,,4040.73539,0,,851,,,,681,,,[],[],success,5,,",765,226,73,57,86,106,71,684,37,183",,,110,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10566,,4,,,,,,,3793.643482,0,,793,,,,0,,,[],[],failOutcome,4,,",631,14,55,59,80,96,127,609,127,173",,,111,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10567,,5,,,,,,,4064.467731,0,,728,,,,340,,,[],[],success,5,,",481,77,65,96,63,69,79,80,205,44",,,112,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10568,,28,,,,,,,1004.540501,0,,829,,,,285,,,[],[],success,8,,",775,28,519,71,96,102,83,99,83,94",,,113,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10569,,2,,,,,,,639.3382572,0,,816,,,,209,,,[],[],success,2,,",448,1,283,20,115,101,95,124,157,149",,,114,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10570,,2,,,,,,,3320.980841,0,,770,,,,445,,,[],[],success,2,,",727,392,92,102,99,49,748,42,93,90",,,115,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10571,,9,,,,,,,3855.190463,0,,721,,,,127,,,[],[],success,9,,",526,87,95,77,63,62,58,512,74,84",,,116,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10572,,35,,,,,,,3722.206845,0,,732,,,,370,,,[],[],success,5,,",520,80,70,112,113,112,128,388,89,153",,,117,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10573,,25,,,,,,,4082.263906,0,,805,,,,569,,,[],[],success,5,,",595,19,106,99,34,75,76,146,467,157",,,118,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10574,,1,,,,,,,2669.127493,0,,748,,,,237,,,[],[],success,1,,",534,62,84,110,63,414,103,139,162,68",,,119,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10575,,34,,,,,,,2470.613812,0,,821,,,,438,,,[],[],success,4,,",489,99,92,85,20,405,79,74,117,38",,,120,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10576,,28,,,,,,,2521.80659,0,,770,,,,293,,,[],[],success,8,,",553,75,105,86,79,629,235,213,239,228",,,121,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10577,,21,,,,,,,913.0215192,0,,818,,,,400,,,[],[],success,1,,",487,32,478,52,98,93,25,121,249,41",,,122,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10578,,29,,,,,,,2440.51396,0,,711,,,,159,,,[],[],success,9,,",518,12,114,72,30,642,77,93,104,41",,,123,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10579,,8,,,,,,,1946.205709,777,,0,,,,349,,,[],[],gamble,8,,",692,38,247,510,614,16,98,70,55,40",,,124,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10580,,39,,,,,,,1539.65124,0,,869,,,,284,,,[],[],success,9,,",602,62,33,492,34,90,106,92,98,5",,,125,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10581,,28,,,,,,,3800.391873,0,,962,,,,318,,,[],[],success,8,,",682,247,202,31,112,207,424,144,196,134",,,126,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10582,,9,,,,,,,791.7489083,0,,740,,,,329,,,[],[],success,9,,",475,1,617,30,58,86,86,21,107,93",,,127,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10583,,29,,,,,,,682.0627359,0,,755,,,,428,,,[],[],success,9,,",567,53,610,60,93,129,68,110,87,118",,,128,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10584,,31,,,,,,,3530.217064,0,,1830,,,,742,,,[],[],success,1,,",465,14,78,75,82,32,13,780,127,128",,,129,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10585,,39,,,,,,,1026.268742,1214,,0,,,,233,,,",space",",4618",gamble,9,,",792,622,627,23,64,34,58,1,59,122",,,130,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10586,,5,,,,,,,2411.227697,0,,780,,,,361,,,[],[],success,5,,",629,98,44,24,5,482,75,89,128,47",,,131,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10587,,2,,,,,,,3340.282247,0,,796,,,,423,,,[],[],success,2,,",519,227,223,30,78,113,352,155,85,148",,,132,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10588,,25,,,,,,,641.2334904,0,,805,,,,281,,,[],[],success,5,,",670,102,456,97,68,98,120,156,79,68",,,133,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10589,,32,,,,,,,1104.59152,0,,734,,,,391,,,[],[],success,2,,",784,93,7,657,6,239,91,121,80,156",,,134,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10590,,25,,,,,,,4209.188801,0,,726,,,,624,,,[],[],success,5,,",642,68,55,39,35,39,244,72,440,222",,,135,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10591,,35,,,,,,,2968.184524,0,,838,,,,0,,,[],[],failOutcome,5,,",615,138,92,81,25,82,618,16,89,213",,,136,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10592,,4,,,,,,,888.0654545,0,,782,,,,578,,,[],[],success,4,,",681,244,350,189,77,79,55,60,51,8",,,137,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10593,,9,,,,,,,1449.088946,0,,968,,,,330,,,[],[],success,9,,",499,236,183,698,57,87,135,63,238,63",,,138,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10594,,24,,,,,,,1270.857939,0,,997,,,,234,,,[],[],success,4,,",756,136,4,527,72,208,104,128,81,73",,,139,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10595,,9,,,,,,,1543.223957,0,,750,,,,393,,,[],[],success,9,,",637,70,91,606,89,111,79,24,25,17",,,140,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10596,,29,,,,,,,3680.933621,0,,770,,,,345,,,[],[],success,9,,",597,44,65,110,102,116,72,576,98,149",,,141,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10597,,8,,,,,,,2940.220566,0,,705,,,,171,,,[],[],success,8,,",656,104,84,14,21,14,509,139,99,86",,,142,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10598,,5,,,,,,,1023.447334,0,,812,,,,229,,,[],[],success,5,,",539,686,515,156,125,139,188,258,162,135",,,143,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10599,,1,,,,,,,2421.607414,0,,765,,,,525,,,[],[],success,1,,",732,64,97,74,143,622,97,169,136,129",,,144,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10600,,29,,,,,,,3428.269903,0,,705,,,,612,,,[],[],success,9,,",495,419,130,166,138,109,636,54,195,150",,,145,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10601,,8,,,,,,,2392.103267,0,,789,,,,117,,,[],[],success,8,,",780,79,117,76,81,441,89,63,108,55",,,146,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10602,,1,,,,,,,1538.950643,0,,740,,,,382,,,[],[],success,1,,",662,60,78,595,106,86,132,27,58,49",,,147,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10603,,1,,,,,,,2619.183683,0,,706,,,,649,,,[],[],success,1,,",841,80,31,475,3,595,61,124,124,97",,,148,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10604,,8,,,,,,1830675,1540.073176,0,,767,,,,158,,,[],[],success,8,,",484,576,119,80,33,45,32,207,580,45",,,149,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10605,,,,,,,,,,,,,,,,,,postquestionnaire,,,,,begin,,,,,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10606,1,,,,,,,,,,,,,,,,,postquestionnaire,,,,,submit,,,,,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10607,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10608,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10609,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10610,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10611,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10612,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10613,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10614,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,AA402T4YY1S7N:36H9ULYP62UP2IV5MAE7FTV96H8JFH,
10615,,,Begin,,,,,,,,,,,,,,,INSTRUCTIONS,,,,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10616,,,NextPage,,,,,,,,,,0,,,,,INSTRUCTIONS,,,,,,,instructions/instruct-1.html,,,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,5718
10617,,,NextPage,,,,,,,,,,1,,,,,INSTRUCTIONS,,,,,,,instructions/instruct-2.html,,,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,29925
10618,,,NextPage,,,,,,,,,,2,,,,,INSTRUCTIONS,,,,,,,instructions/instruct-3.html,,,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,49672
10619,,,FinishInstructions,,,,,,,,,,3,,,,,INSTRUCTIONS,,,,,,,instructions/instruct-ready.html,,,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,33710
10620,,5,,,,,,,1647.150757,0,,1042,,,,538,,,[],[],success,5,,",941,195,131,258,178,177,90,84,16,42",,,1,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10621,,29,,,,,,,2247.257917,0,,1170,,,,908,,,[],[],success,9,,",925,81,113,49,697,107,91,65,51,73",,,2,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10622,,4,,,,,,,571.9656951,0,,1203,,,,439,,,[],[],success,4,,",2501,34,215,130,89,91,65,57,65,49",,,3,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10623,,35,,,,,,,2479.716605,1123,,0,,,,769,,,[],[],gamble,5,,",569,74,145,114,131,721,122,171,82,137",,,4,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10624,,21,,,,,,,517.0303558,0,,1319,,,,426,,,[],[],success,1,,",917,89,166,103,99,26,25,1,529,50",,,5,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
