,BonusAmount,Trialid,action,comments,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,ignoreRT,indexOf,interest,length,outcomeRT,pbGamble,phase,recordedPresses,recordedTimes,response,standardGamble,status,switchTimes,template,templates,trialNumber,understand,uniqueid,viewTime
10625,,31,,,,,,,4105.988145,0,,1171,,,,825,,,[],[],success,1,,",589,66,74,58,75,24,65,66,794,67",,,6,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10626,,2,,,,,,,3203.351266,0,,970,,,,281,,,[],[],success,2,,",828,91,90,98,51,91,26,74,52,2",,,7,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10627,,39,,,,,,,2269.146105,1339,,0,,,,434,,,[],[],gamble,9,,",1172,50,26,42,26,619,74,57,34,83",,,8,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10628,,29,,,,,,,1318.546172,0,,922,,,,297,,,[],[],success,9,,",931,75,41,170,49,42,49,442,89,73",,,9,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10629,,9,,,,,,,2556.365045,1067,,0,,,,427,,,[],[],gamble,9,,",404,51,27,66,67,490,44,57,59,114",,,10,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10630,,4,,,,,,,542.7337597,0,,658,,,,403,,,[],[],success,4,,",477,67,194,33,42,26,91,25,451,67",,,11,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10631,,1,,,,,,,993.5542248,0,,1097,,,,554,,,[],[],success,1,,",572,27,425,69,55,443,192,113,65,81",,,12,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10632,,1,,,,,,,4085.638703,0,,905,,,,321,,,[],[],success,1,,",1084,434,187,186,169,240,666,130,122,113",,,13,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10633,,31,,,,,,,3337.588849,954,,0,,,,329,,,[],[],gamble,1,,",677,66,26,114,59,98,978,35,43,43",,,14,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10634,,39,,,,,,,2978.597303,1018,,0,,,,451,,,[],[],gamble,9,,",661,49,26,450,154,642,66,50,76,82",,,15,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10635,,86,,,,,,,1808.88668,0,,1034,,,,514,,,[],[],success,6,,",376,75,49,49,762,55,381,33,17,26",,,16,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10636,,35,,,,,,,3073.893497,0,,1004,,,,394,,,[],[],success,5,,",644,58,100,73,66,90,874,50,26,418",,,17,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10637,,39,,,,,,,1939.133179,1051,,0,,,,1030,,,[],[],gamble,9,,",532,66,74,50,433,130,130,90,75,130",,,18,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10638,,29,,,,,,,2332.281408,0,,931,,,,640,,,[],[],success,9,,",877,42,75,50,26,497,80,73,2,443",,,19,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10639,,4,,,,,,,1505.071916,0,,1169,,,,833,,,[],[],success,4,,",812,35,19,282,87,508,89,74,75,121",,,20,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10640,,24,,,,,,,2041.927618,0,,1001,,,,592,,,[],[],success,4,,",822,64,113,80,569,76,65,91,83,49",,,21,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10641,,34,,,,,,,4034.15019,1227,,0,,,,806,,,[],[],gamble,4,,",389,40,65,50,73,83,74,49,569,76",,,22,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10642,,2,,,,,,,2913.804804,0,,809,,,,809,,,[],[],success,2,,",448,24,4,24,10,24,633,50,54,12",,,23,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10643,,9,,,,,,,3082.052011,0,,1066,,,,425,,,[],[],success,9,,",780,41,34,66,66,65,345,43,9,25",,,24,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10644,,2,,,,,,,3001.62393,0,,908,,,,433,,,[],[],success,2,,",449,72,122,50,146,193,723,24,403,91",,,25,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10645,,21,,,,,,,2588.312419,0,,942,,,,306,,,[],[],success,1,,",804,59,106,179,92,432,65,129,98,82",,,26,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10646,,32,,,,,,,3016.805537,1186,,0,,,,681,,,[],[],gamble,2,,",1004,65,113,48,83,11,72,361,51,43",,,27,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10647,,39,,,,,,,3935.998546,827,,0,,,,596,,,[],[],gamble,9,,",1048,9,65,81,114,90,135,482,26,34",,,28,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10648,,38,,,,,,,2816.996079,1066,,0,,,,225,,,[],[],gamble,8,,",399,49,119,43,88,33,128,50,114,43",,,29,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10649,,5,,,,,,,2984.331045,0,,1255,,,,418,,,[],[],success,5,,",387,28,471,137,124,840,59,98,114,66",,,30,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10650,,29,,,,,,,2809.404925,0,,915,,,,346,,,[],[],success,9,,",805,91,82,65,90,202,67,59,17,122",,,31,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10651,,8,,,,,,,2585.857265,0,,947,,,,0,,,[],[],failOutcome,8,,",917,66,58,105,140,138,91,83,75,18",,,32,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10652,,9,,,,,,,3979.756134,0,,1234,,,,314,,,[],[],success,9,,",1048,18,49,15,59,58,51,67,50,26",,,33,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10653,,34,,,,,,,3081.586364,0,,1038,,,,276,,,[],[],success,4,,",797,3,65,426,98,727,41,50,82,35",,,34,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10654,,25,,,,,,,1503.830761,0,,1236,,,,320,,,[],[],success,5,,",390,48,43,617,27,42,74,59,89,74",,,35,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10655,,5,,,,,,,3306.74304,0,,761,,,,242,,,[],[],success,5,,",836,50,43,4,25,52,90,130,33,2",,,36,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10656,,38,,,,,,,3856.947618,1259,,0,,,,403,,,[],[],gamble,8,,",636,51,50,10,82,99,59,785,51,84",,,37,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10657,,2,,,,,,,3066.933097,0,,858,,,,274,,,[],[],success,2,,",821,42,50,67,65,90,89,19,74,50",,,38,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10658,,9,,,,,,,3019.268957,0,,816,,,,698,,,[],[],success,9,,",372,51,115,90,90,113,129,17,58,11",,,39,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10659,,1,,,,,,,2234.241339,0,,991,,,,385,,,[],[],success,1,,",428,1026,74,598,22,74,97,58,72,45",,,40,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10660,,31,,,,,,,3417.529563,888,,0,,,,330,,,[],[],gamble,1,,",420,27,41,35,65,82,244,514,74,43",,,41,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10661,,22,,,,,,,3605.933604,0,,931,,,,832,,,[],[],success,2,,",345,2,370,65,113,73,533,71,58,90",,,42,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10662,,32,,,,,,,1143.641723,1069,,0,,,,466,,,[],[],gamble,2,,",658,25,49,118,11,31,416,99,51,467",,,43,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10663,,24,,,,,,,2804.811999,0,,874,,,,263,,,[],[],success,4,,",388,43,17,58,50,179,193,46,486,66",,,44,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10664,,22,,,,,,,3444.710203,0,,1249,,,,327,,,[],[],success,2,,",428,554,114,66,75,14,162,42,26,29",,,45,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10665,,38,,,,,,,1806.380166,852,,0,,,,687,,,[],[],gamble,8,,",416,23,34,42,156,25,48,454,51,106",,,46,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10666,,1,,,,,,,1467.728123,0,,785,,,,297,,,[],[],success,1,,",596,33,84,128,58,104,146,162,89,15",,,47,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10667,,22,,,,,,,3300.1751,0,,875,,,,357,,,[],[],success,2,,",774,99,106,44,49,115,465,3,26,37",,,48,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10668,,4,,,,,,,4078.294604,0,,793,,,,465,,,[],[],success,4,,",333,19,17,21,151,91,42,73,495,8",,,49,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10669,,22,,,,,,,2486.042646,0,,874,,,,416,,,[],[],success,2,,",457,36,26,424,571,25,74,139,129,83",,,50,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10670,,8,,,,,,,1339.48333,0,,873,,,,352,,,[],[],success,8,,",859,89,106,658,74,172,130,96,146,123",,,51,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10671,,4,,,,,,,3599.141575,0,,1258,,,,307,,,[],[],success,4,,",577,80,137,146,99,147,554,107,181,126",,,52,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10672,,8,,,,,,,1806.254672,0,,803,,,,887,,,[],[],success,8,,",339,49,138,153,578,65,42,427,138,130",,,53,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10673,,4,,,,,,,1540.230795,0,,1002,,,,277,,,[],[],success,4,,",803,483,186,177,105,130,132,66,99,156",,,54,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10674,,1,,,,,,,3739.6374,0,,682,,,,423,,,[],[],success,1,,",786,105,115,106,203,104,394,522,106,82",,,55,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10675,,8,,,,,,,1085.600138,0,,959,,,,690,,,[],[],success,8,,",807,56,170,532,74,170,132,104,58,147",,,56,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10676,,5,,,,,,,3874.179233,0,,512,,,,241,,,[],[],success,5,,",389,73,89,249,97,130,195,322,48,82",,,57,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10677,,35,,,,,,,1855.780425,940,,0,,,,337,,,[],[],gamble,5,,",771,66,74,42,148,46,90,42,55,275",,,58,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10678,,21,,,,,,,3859.849841,0,,934,,,,825,,,[],[],success,1,,",789,42,129,75,89,91,89,442,47,98",,,59,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10679,,9,,,,,,,3891.297119,0,,737,,,,339,,,[],[],success,9,,",364,66,114,81,97,120,75,138,106,114",,,60,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10680,,34,,,,,,,4025.707486,0,,698,,,,467,,,[],[],success,4,,",461,27,122,98,154,106,257,689,57,59",,,61,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10681,,38,,,,,,,4005.370045,754,,0,,,,666,,,[],[],gamble,8,,",770,49,106,91,98,155,91,594,27,75",,,62,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10682,,2,,,,,,,4122.963327,0,,785,,,,583,,,[],[],success,2,,",754,33,90,73,139,106,105,113,467,25",,,63,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10683,,5,,,,,,,2085.252444,0,,1335,,,,337,,,[],[],success,5,,",443,26,86,29,127,65,4,367,90,66",,,64,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10684,,1,,,,,,,1377.25115,0,,625,,,,359,,,[],[],success,1,,",428,35,19,210,40,50,356,124,155,130",,,65,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10685,,25,,,,,,,3920.35227,0,,897,,,,474,,,[],[],success,5,,",492,42,96,106,137,192,122,644,121,49",,,66,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10686,,34,,,,,,,2759.83323,0,,764,,,,392,,,[],[],success,4,,",369,90,113,103,137,720,98,82,179,74",,,67,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10687,,8,,,,,,,1264.502169,0,,850,,,,370,,,[],[],success,8,,",837,65,121,193,65,170,91,89,113,121",,,68,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10688,,32,,,,,,,595.4509781,979,,0,,,,374,,,[],[],gamble,2,,",345,96,182,13,104,51,26,90,13,417",,,69,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10689,,1,,,,,,,922.5342376,844,,0,,,,362,,,[],[],gamble,1,,",759,72,641,49,43,155,74,67,47,65",,,70,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10690,,4,,,,,,,3210.748716,699,,0,,,,576,,,[],[],gamble,4,,",345,59,65,55,81,58,552,81,58,84",,,71,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10691,,5,,,,,,,3419.368803,0,,762,,,,337,,,[],[],success,5,,",389,56,72,41,73,27,33,1146,90,65",,,72,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10692,,4,,,,,,,1932.042489,0,,1000,,,,247,,,[],[],success,4,,",864,42,41,74,577,42,131,65,58,49",,,73,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10693,,8,,,,,,,3019.820665,0,,682,,,,289,,,[],[],success,8,,",715,27,104,75,58,49,538,50,26,48",,,74,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10694,,1,,,,,,,2072.795513,0,,659,,,,535,,,[],[],success,1,,",476,66,25,33,577,24,50,3,499,78",,,75,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10695,,28,,,,,,,4030.727155,0,,931,,,,322,,,[],[],success,8,,",541,41,450,97,89,50,186,530,50,34",,,76,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10696,,1,,,,,,,3692.529992,0,,608,,,,311,,,[],[],success,1,,",795,25,26,2,106,129,99,605,37,58",,,77,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10697,,5,,,,,,,644.5227767,0,,1340,,,,0,,,[],[],failOutcome,5,,",809,512,552,41,130,89,49,25,65,43",,,78,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10698,,2,,,,,,,3852.879099,0,,634,,,,273,,,[],[],success,2,,",732,522,57,59,73,107,98,239,41,50",,,79,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10699,,35,,,,,,,1141.942831,4723,,755,,,,490,,,",space",",7344",gamble,5,,",1024,559,466,27,130,87,89,408,186,346",,,80,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10700,,9,,,,,,,3619.59539,0,,618,,,,424,,,",space",",1148",success,9,,",1571,432,88,114,123,140,609,90,136,89",,,81,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10701,,31,,,,,,,1619.186799,563,,0,,,,442,,,[],[],gamble,1,,",715,49,122,912,145,115,104,131,73,114",,,82,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10702,,29,,,,,,,1485.971629,0,,674,,,,400,,,[],[],success,9,,",658,25,74,512,66,65,90,35,24,3",,,83,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10703,,9,,,,,,,1805.677242,0,,793,,,,253,,,[],[],success,9,,",373,1,385,545,74,40,88,98,65,91",,,84,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10704,,35,,,,,,,1658.098924,0,,678,,,,235,,,[],[],success,5,,",909,466,174,210,90,98,82,74,51,57",,,85,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10705,,28,,,,,,,1938.921311,0,,867,,,,298,,,[],[],success,8,,",749,26,114,114,682,65,92,114,131,137",,,86,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10706,,39,,,,,,,832.650466,1021,,0,,,,450,,,[],[],gamble,9,,",428,58,630,25,34,43,74,57,49,50",,,87,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10707,,2,,,,,,,2928.549078,0,,706,,,,353,,,[],[],success,2,,",395,24,25,25,89,25,592,65,74,610",,,88,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10708,,9,,,,,,,3145.009327,0,,723,,,,337,,,[],[],success,9,,",325,21,58,29,38,10,779,142,95,89",,,89,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10709,,25,,,,,,,2113.796293,0,,969,,,,682,,,[],[],success,5,,",909,27,96,131,690,42,115,81,50,97",,,90,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10710,,35,,,,,,,1804.284949,1339,,0,,,,474,,,[],[],gamble,5,,",980,513,153,682,75,89,82,75,82,9",,,91,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10711,,9,,,,,,,582.719606,0,,1252,,,,346,,,[],[],success,9,,",412,19,624,106,74,105,90,50,27,43",,,92,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10712,,9,,,,,,,3742.238237,0,,699,,,,496,,,[],[],success,9,,",836,34,90,35,170,75,51,706,26,67",,,93,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10713,,34,,,,,,,2166.68128,898,,0,,,,395,,,[],[],gamble,4,,",708,499,145,90,169,75,115,56,59,59",,,94,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10714,,8,,,,,,,3440.017579,0,,770,,,,475,,,[],[],success,8,,",861,82,50,51,91,114,59,515,42,91",,,95,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10715,,22,,,,,,,876.3553718,0,,744,,,,337,,,[],[],success,2,,",797,58,659,34,51,91,132,66,43,51",,,96,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10716,,8,,,,,,,1804.258589,0,,627,,,,315,,,[],[],success,8,,",445,477,120,234,43,75,12,56,34,27",,,97,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10717,,32,,,,,,,3362.324472,0,,573,,,,834,,,[],[],success,2,,",653,11,25,3,2,10,22,770,18,450",,,98,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10718,,29,,,,,,,1448.840806,0,,1098,,,,528,,,[],[],success,9,,",473,25,35,513,66,34,50,42,26,41",,,99,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10719,,8,,,,,,,1575.834123,0,,1451,,,,264,,,[],[],success,8,,",709,473,42,2137,66,142,963,106,48,26",,,100,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10720,,5,,,,,,,2980.194869,0,,891,,,,291,,,[],[],success,5,,",644,472,170,178,218,513,114,195,153,187",,,101,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10721,,34,,,,,,,3259.255645,0,,746,,,,481,,,[],[],success,4,,",581,66,26,51,65,91,337,50,26,10",,,102,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10722,,4,,,,,,,1753.446742,0,,833,,,,553,,,[],[],success,4,,",397,88,12,17,346,453,90,90,91,20",,,103,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10723,,32,,,,,,,3658.894994,994,,0,,,,529,,,[],[],gamble,2,,",813,435,148,73,67,74,154,50,51,27",,,104,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10724,,28,,,,,,,1952.701219,0,,1147,,,,282,,,[],[],success,8,,",762,461,105,137,105,66,91,91,76,41",,,105,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10725,,25,,,,,,,1816.034834,0,,1234,,,,441,,,[],[],success,5,,",694,411,82,195,88,105,90,33,26,491",,,106,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10726,,86,,,,,,,594.419059,0,,929,,,,321,,,[],[],success,6,,",333,146,320,90,97,315,33,130,10,83",,,107,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10727,,5,,,,,,,2170.741316,0,,851,,,,897,,,[],[],success,5,,",725,27,130,50,594,296,61,66,129,67",,,108,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10728,,5,,,,,,,1055.25526,0,,970,,,,434,,,[],[],success,5,,",820,16,34,555,8,59,51,9,829,130",,,109,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10729,,2,,,,,,,3516.994796,0,,530,,,,304,,,[],[],success,2,,",739,82,59,0,88,43,67,329,57,114",,,110,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10730,,9,,,,,,,1903.59298,0,,730,,,,346,,,[],[],success,9,,",405,52,89,147,658,66,67,131,114,170",,,111,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10731,,38,,,,,,,1685.473523,850,,0,,,,377,,,[],[],gamble,8,,",788,34,146,66,498,130,90,84,163,220",,,112,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10732,,25,,,,,,,3288.531262,0,,962,,,,401,,,[],[],success,5,,",811,33,122,11,113,147,697,42,201,106",,,113,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10733,,2,,,,,,,3648.402453,0,,1123,,,,258,,,[],[],success,2,,",863,25,89,26,29,47,83,984,17,58",,,114,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10734,,8,,,,,,,2832.826067,0,,769,,,,487,,,[],[],success,8,,",405,57,74,65,66,42,152,26,41,427",,,115,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10735,,24,,,,,,,1462.914532,0,,1248,,,,634,,,[],[],success,4,,",684,1079,586,123,130,98,66,74,42,89",,,116,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10736,,21,,,,,,,814.474797,5179,,1156,,,,450,,,",space",",7100",gamble,1,,",474,443,568,9,106,82,73,217,179,195",,,117,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10737,,4,,,,,,,3722.371189,0,,758,,,,296,,,[],[],success,4,,",811,18,57,83,113,43,34,174,26,43",,,118,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10738,,24,,,,,,,3249.072445,0,,723,,,,344,,,[],[],success,4,,",363,25,26,49,42,76,490,112,49,59",,,119,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10739,,28,,,,,,,4093.007788,0,,762,,,,240,,,[],[],success,8,,",556,24,114,50,65,91,75,90,850,26",,,120,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10740,,24,,,,,,,2940.960694,0,,995,,,,449,,,[],[],success,4,,",772,10,81,50,50,27,601,800,73,25",,,121,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10741,,2,,,,,,,2294.796971,0,,1178,,,,633,,,[],[],success,2,,",812,448,129,88,520,90,51,49,11,39",,,122,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10742,,4,,,,,,,1891.680563,0,,909,,,,257,,,[],[],success,4,,",379,26,169,25,238,25,104,90,47,35",,,123,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10743,,31,,,,,,,2767.713753,553,,0,,,,257,,,[],[],gamble,1,,",421,41,50,426,73,236,114,27,50,42",,,124,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10744,,9,,,,,,,564.4469448,0,,1482,,,,362,,,[],[],success,9,,",708,1,466,15,77,51,51,42,11,50",,,125,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10745,,31,,,,,,,908.2219139,668,,0,,,,450,,,[],[],gamble,1,,",388,24,784,3,26,444,97,49,57,26",,,126,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10746,,38,,,,,,,2557.75037,0,,554,,,,352,,,[],[],success,8,,",381,16,11,384,81,1211,65,34,18,97",,,127,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
10747,,1,,,,,,,970.9745421,0,,892,,,,227,,,[],[],success,1,,",901,49,576,49,82,26,34,1,26,33",,,128,,AMPMTF5IAAMK8:3OS4RQUCR9FJKZXTYI1QH5CWYCZBFO,
